"(Sedan) Sesin, Seslenişin.",
1923 1934 yılları arasında etkinlik gösteren Sovyet siyasi polis örgütü.,
1929'da Nobel Edebiyat Ödülü alan Alman yazar.,
1930'larda ABD'de meydana çıkan toplumsal başkaldırı tiyatrosunun önde gelen oyun yazarlarından.,
1933 1978 yılları arasında çıkan bir düşün dergisi.,
"1933'te elektron mikroskopunu Max Kroll ile birlikte icad eden, Alman Bilim Adamı.",
1938'de bilye uçlu tükenmez kalemi icad eden Macar Mucit.,
1938'de İlhami Safa ve Cemaleddin Saracoğlu'nun çıkardıkları bir gazete.,
"1940'lı yıllarda ortaya çıkan, ilk ''modern caz'' akımı.",
1942 de Çanakkale boğazı açıklarında batan ve 39 kişilik mürettabatının tümü ölen denizaltımız.,
1943 yılında Erzurum'da kurulan Köy Enstitüsü.,
1947 başlarında SS üyelerini kaçırmak için Almanya'da kurulan gizli örgüt.,
1947 yılında Van'da kurulan Köy Enstitüsü.,
1950'de ilk Mikroskopu bulan Flemenkli mucit.,
1950'lerde yaygınlaşan hızlı tempolu müzik türü.,
1950'li yılların unutulmaz Çek atleti.,
"1952'den bu yana, dört yılda bir Dünya Şampiyonası düzenlenen, Bask bölgesine özgü bir spor dalı.",
"1954 1967 arasında Metin Toker'in çıkardığı, Türk basınındaki haftalık haber,siyaset dergilerinin ilki.",
1958 1968 yılları arasında İstanbul'da yayımlanan haftalık haber dergisi.,
"1960’ların sonlarında NewYork kentinde ortaya çıkan,biçimde aşırı sadeliği ve nesnel yaklaşımı savunan akım.",
"1961 1971 yılları arasında, atletizm yüksek atlamada Dünya rekorunu elinde tutan Sovyet sporcu.",
1961'de SSCB tarafından uzaya gönderilen ilk insan.,
1968'de ilk buhar makinesini icat eden mucit.,
"1970 Nobel Ekonomi Ödülü'nün sahibi, ABD'li ekonomist.",
19754 67 yılları arasında Metin Toker'in çıkardığı Türk Basınındaki haftalık haber siyaset dergilerinin ilki.,
1976 Montreal yaz Olimpiyatlarında erkekler Atletizm 400m. De birinci gelen Küba'li sporcu.,
"1980'de öldürülen, Beatles topluluğunun beyni olarak bilinen ingiliz besteci.",
1983 yılında çıkmaya başlayan bir haber dergisi.,
1988 Seul yaz olimpiyatlarında erkeller atletizm üç adım atlamada birinci gelen Bulgar sporcu.,
19yy.başlarında Fransa'da ortaya çıkan ve iki kişiyle oynanan bir kağıt oyunu.,
"20.yy.Başlarında, tiyatro mimarisi ve sahne tasarımı alanında öncü denemelerde bulunmuş Orta Avrupa Sanatçı Topluluğu.",
2003 Dünya Atletizm Şampiyonasında kullanıldığı saptanan birdoping maddesi.,
"2006 Avrupa Olimpik Windsurf şampiyonasının yapıldığı, İzmir'in Çeşme ilçesindeki parkur.",
2006 Roland Garros tenis turnuvasında tek erkekler finalini kazanan İspanyol sporcu.,
2006 yılı Yaşamboyu Başarı Oscar ödülünü alan yönetmen.,
"2006, 10. Afife Jale Tiyatro ödüllerinde, İstanbul devlet Tiyatrosunun ''En başarılı Prodiksüyon'' ödülünü alan oyun.",
"2006, 23.Aydın Doğan Uluslararası karikatür yarışmasında birincilik ödülünü alan Polonyalı sanatçı.",
22 Haziran 1977 yılında Türkiye'de düzenlenen Golf turnuvası.,
22 Ocak 1966 da açılan bir Devlet Tiyatrosu.,
24000 Beyit ve yedi bölümden oluşan Hint Destanı.,
25 Nisan 1874 20 Temmuz 1937 yılları arasında yaşamış radyoyu icad eden İtalyan fizikçi.,
28 Ocakta başlayan fırtına.,
"4Çocuk, bebek.",
5 7.yy.da Doğu Avrupa'daki nüfus hareketlerini etkileyen Türk Boyu.,
5.yüzyılda İstanbul Patriği Nestorios'un kurduğu bir Hıristiyan mezhebi.,
50.Yıl Marşını seslendirmiş ve 1971'de Devlet Sanatçıcı ünvanını alan sanatçımız.,
6 Haziran 1963'te uzaya çıkan ilk Rus kadın astronot.,
"640 710 yılları arasında yaşamış, Eski Bedevi geleneğindeki Arap şiiri biçimini geliştirmesiyle tanınan Emeviler Dönemi şairi.",
A vitamin ön maddesi.,
A vitamininin hayvansal dokularda bulunan etkin şekli.,
A.B.D. para birimi.,
A.b.d.'nin ( Amerika Birleşik Devletleri ) Para Birimi.,
AB Silahlanma Politika Grubu.,
AB ülkelerinde ve Türkiye’de bir ürünün güvenli olduğunu belirtmek için kon.,
Aba terlik.,
"Aba Yapan Veya Satan Kimse, Abadan Giyecek Yapan Veya Satan Kimse.",
Aba Yapılan Yer.,
Aba'dan Yapılan Kolsuz Giysi.,
Abadan yapılan hırka.,
Abadan Yapılmış Ceket.,
Abadan Yapılmış Terlik.,
"Abadan, Mamur.",
Abani de denilen bir tür beyaz kumaş.,
Abani' De Denilen Bir Tür Kumaş.,
Abanozdan yapılmış dilenci çanağı.,
Abartı.,
"Abartılı karikatürize, akılcılığı zorlayan, karşıt görüntüleri birleştiren.",
"Abartılı karikatürize, akılcılığı zorlayan, karşıt görüntüleri birleştiren yapıtlar.",
Abartmak Anlamında Yerel Bir Sözcük.,
Abas’ın oğlu.Dardanos’un kardeşi.,
Abbas Sayar’ın bir romanı.,
Abbasi Devletinde Başkomutan.,
"Abbasi Devrinde, İmparatorluk İçindeki Arap Baskısına Karşı Çıkan Ve Arapları Küçümseyen Siyasi Bir Akım.",
Abbasi Halifeleri.,
Abbasiler Devleti Zamanın Da Özellikle Bizans Devleti Sınırında Kurulan Şehirler.,
Abbasiler Devrinde Bizans İmparatorluğuna Karşı Yapılan Büyük Sefer.,
Abbasiler Zamanında Konya'ya Verilen Ad.,
Abd Başkanı Eisenhower'in Takma Adı.,
ABD Başkanı Eisenhower’in takma adı.,
ABD Deniz Kuvvetleri.,
Abd Haber Alma Örgütünün Simgesi.,
ABD halkından olan kimse.,
Abd Kara Kuvvetlerinde Komando Birliğine Bağlı Asker.,
ABD Tarım Bakanlığı.,
Abd Uzay Dairesi.,
Abd Ve Meksika'daki Bir Nehir.,
Abd Virgin Adaları'nın Başkenti.,
Abd'de Bir Irmak.,
Abd'de Bulunan Oregon Eyaletinin En Yüksek Dağı.,
Abd'de Çok Tutulan Bir Hızlı Yemek Türü.,
ABD'de her yıl tekrarlanan efsanevi bir konser.,
Abd'de Irmak.,
Abd'de Sık Tüketilen Bir Çörek.,
Abd'de Yaşayan Bir Kızılderili Halk.,
Abd'de Yaşayan Kızıl Derili Bir Halk.,
ABD'nin başkenti.,
Abd'nin Doğu Eyaletlerinden Birisi.,
ABD'nin güneybatısında bir çöl.,
Abd'nin İki Eyaletine Adını Veren Kızılderili Bir Halk.,
ABD'nin Minnesota eyaletinde bir kent.,
Abd'nin Ortadoğu Kesiminde Irmak.,
Abd'nin Utah Eyaletinde Bir Kent.,
"Abd'nin, Florida Eyaletinde Göl.",
ABD’de ilk atom bombası denemesinin yapıldığı kent.,
ABD’de Latin Amerika kökenli göçmen işçilere verilen ad.,
ABD’de Latin kökenli göçmen işçilere verilen ad.,
ABD’de oldukça yaygın olan ve “Birleşme Kilisesi” adıyla tanınan tarikatın.,
ABD’de yaygın olan ve birden çok kadınla evlenmeyi gerekli gören bir dinin.,
ABD’de yaygın olan ve çağdaş uygarlığa karşı oluşlarıyla tanınan bir tarika.,
ABD’de yayımlanan dünyanın en ünlü mizah dergilerinden biri.,
"ABD’de, Batı Afrika’da ve dünyanın benzer başka ülkelerinde zaman zaman bel.",
"ABD’de, Batı Afrika’da ve dünyanın benzer diğer ülkelerinde zaman zaman bel.",
ABD’li bir rock müzik grubu.,
ABD’nin güneybatısında bir çöl.,
ABD’nin güneydoğu eyaletlerinde yaşayan ve Osmanlı denizcilerinin torunları.,
ABD’nin Minnesota eyaletinde bir kent.,
ABD’ye bağımlı devletlerden Guam’ın başkenti.,
Abdest Alacak Kap.,
Abdest Alınan Yer.,
Abdest Alırken Ağzı Çalkalama.,
Abdest Alma.,
Abdesthane.,
Abdülaziz zamanında İstanbul’da çıkmış Frasça bir gazete.,
Abdülhak Hamit Tarhan'ın Manzum Trajedisi.,
Abdülhak Hamit Tarhan'ın Tanınmış Bir Şiiri.,
Abdülhak Hamit Tarhan’ın manzum trajedisi.,
Abdülhak Hamit'in ''Fatma Hanımın Ölümü'' üzerine yazdığı manzum yapıt.,
Abdülhak Hamit’in ”Fatma Hanımın Ölümü” üzerine yazdığı manzum yapıt.,
Abdülhamit'in Selanik'te sürgüne gönderildiği köşk.,
Abdülhamit’in Selanik’te sürgüne gönderildiği köşk.,
Abecenin bir ya da birkaç harfini hiç kullanmadan yazılan edebiyat türü.,
Abhaz Düdük Flütü.,
Abhazlar tarafından kullanılan dil.,
Abhazların Alt Etnik Gruplarından Biri.,
Abhazya Bölgesinde Eski Kabilelerden Biri.,
Abhazya Cumhuriyeti'nin Başkenti.,
Abhazya'da Bir Kent.,
Abi.,
Abide.,
Abla.,
"Abla, Büyük Kız Kardeş.",
Abnus Ağacı.,
Abone.,
Abonenin Cep Telefonunu İle İletişim Kurarken Harcadığı Zaman.,
Aborjin İnancında Suda Yaşayan Bir Deniz Canavarı.,
Absorbsiyon.,
Abuhava.,
Acaba.,
Acele.,
Acele Eden Kişi.,
Acele Etme.,
Acele Etmek.,
Acele Ettirme.,
Acele İle Ve Derhal Yapılan İş.,
Acele Olunmuş.,
Acele Posta Servisi.,
Acele Yürüyüş.,
"Acele, aceleyle.",
"Acele, Çabuk.",
"Acele, Çabukluk, Tezlik.",
"Acele, Tez.",
Aceleci.,
Aceleci Kimse.,
Acem Gömleği.,
Acem Halıları.,
Acem hükümdarı.,
Acem Lalesi.,
Acem Merkepleri.,
Acem pirinci ve tereyağıyla pişirilip üzerine kuzu eti yada uykuluk konarak yenen pilav. İran pilavı.,
Acemi.,
Acemi boğa güreşçisi.,
Acemi Ocağına Kayıtlı Olan Beyyab Çocuklarına Verilen Ad.,
Acemi Ördekleri Avlamak İçin Su Kenarlarına Bağlanan Ördek.,
Acemi zeybek.,
"Acemi, bir işe yeni başlayan.",
"Acemice, koordinasyonsuz, sarsak yürüyüş tarzı.",
"Acemice, koordinasyonsuz, sarsak yürüyüş tarzı(tıp).",
Acemlerde Din Adamı.,
Acemlik.,
Acı ağaç.,
Acı Badem Kurabiyesi.,
Acı bakla.,
Acı biber.,
"Acı biber, kırmızıbiber.",
Acı çekmekten korkma.,
Acı Çiğdem.,
Acı çikolata.,
Acı Haber.,
Acı Hıyar.,
Acı kahve.,
Acı Kavun.,
Acı kavun EŞEK.,
Acı Kiraz.,
Acı Marul.,
Acı Pancardan Yapılan Ekşi Yemek.,
Acı portakal esansı ve kınakına özütü içeren soda tipi.,
Acı portakal kabuğundan yapılan bir çeşit içki.,
Acı portakal kabuğundan yapılan bir çeşit likör.,
Acı Portakal Ve Çikolatadan Yapılan Bir İsrail Likörü.,
Acı pul biber.,
Acı Su.,
Acı ve dikenli bir ağaç.,
Acı Ve Ekşi.,
Acı ve ıtırlı madde içeren otsu bir bitki.,
Acı Ve Yapışkan Bir Ot.,
Acı Verici Duyumlardan Hoşlanma.,
Acı Verme Veya Acı Duymayla İlişkili Her Tür Cinsel Davranış.,
Acı yitimi.,
"Acı, Öfke, Heyecan Gibi Duyguları Yatıştırma.",
"Acı, üzüntü.",
"Acı, Üzüntü, Keder.",
Acı(eski).,
Acıağaç.,
Acıbadem ağacı.,
Acıbadem veya kayısı çekirdeği aromalı İtalyan likörü.,
Acıbadem ya da kayısı çekirdeği aromalı İtalyan likörü.,
Acıcılık.,
"Acıdan, ızdıraptan inleyen.",
Acıklı.,
Acıklı Güldürü.,
"Acıklı olay, dram.",
Acıklılık.,
Acıkmaktan Dolayı Göz Kararmak.,
Acılar karşısında dayanma gücünü yitirmeyen.,
Acılı Bir Deyişle.,
Acıma.,
"Acıma Duygusu, Merhamet.",
Acıma duygusunun sembolü.,
Acıma Hissi Olmayan.,
"Acıma, koruma.",
Acımarul.,
"Acıması olmayan, gaddar, zalim, kıyak.",
"Acımasız, gaddar, zalim.",
"Acımasız, Merhametsiz.",
"Acımasız, Merhametsiz, Zorba.",
"Acımasız, zalim.",
"Acımasızca davranan, kırıcı, vahşi.",
"Acımsı, Acıya Çalan Badem.",
"Acınma, yerinme.",
Acısı az bir çeşit kırmızı biber.,
"Acıya Ortak Olan, Dost.",
Acıyan.,
"Acıyan, Esirgeyen.",
Acıyı bastırmaya çalışma.,
Acil.,
Acizler.,
Acur.,
"Aç Açına, Açken.",
Aç gözlü.,
Aç Gözlü Ördek Adıyla Da Bilinen Ve Yurdumuzun Bazı Bölgelerinde Kışlayan Bir Ördek Cinsi.,
"Aç Gözlü, Hırslı.",
Aç Kimse.,
Aç Olarak.,
Aç ruhlar için kullandıkları ifade.,
"Aç, Acıkmış' Anlamında Eski Bir Sözcük.",
"Aç, parasız.",
"Aç, Susuz, Bakımsız.",
Açalya.,
Açar.,
Açgözlü.,
Açgözlü İnsan.,
"Açgözlü, Kanaatsız, Muhteris.",
Açgözlülük.,
Açı.,
Açı Ortayı.,
Açı Ölçer.,
Açı ölçmeye ya da çizmeye yarayan araç.,
Açı ölçmeye yarayan dönme hareketli bir çeşit cetvel.,
"Açı Ölçmeye Yarayan Dönme Hareketli Bir Çeşit Cetvel, Açı Ölçme Cetveli.",
"Açı, Aralık.",
Açığa Çıkma.,
"Açığa çıkmış, duyulmuş.",
Açığa vurma.,
Açık.,
Açık Ağıl.,
Açık Alan Korkusu.,
Açık Alanlarda Kurulan Üç Ayaklı Gölgelik.,
Açık Arplardan Köşeli Arplar Grubuna Giren Çalgı.,
"Açık bir kitabın solda kalan sayfası, arka sayfa.",
Açık Delil.,
Açık Deniz.,
Açık Denizde İki Tekneden Çevirme Suretiyle Atılıp Çekilen Büyük Balık Ağı.,
"Açık Denizde Karşılaşılabilecek Kötü Hava Şartları Altında Yüklerin, Yerlerinden Oynamaması İçin Halat Veya Zincirlerle Gemi Bünyesine Sıkıca Bağlanması.",
Açık denizden bir kum setiyle ayrılmış sığ koy ya da körfez.,
Açık denizden bir kum setiyle ayrılmış yada kıyı dilinin gelişmesiyle göl b.,
Açık Denizlerde Kullanılan Çektiri Türünden Bir Savaş Gemisi.,
Açık duran baş parmağın ucundan işaret parmağının ucuna kadar olan uzaklık.,
Açık Duran Baş Ve İşaret Parmağı Arasındaki Uzunluk.,
Açık eflatun renk.,
Açık elin iç yüzüyle vurulan tokat.,
Açık Gerekçelerde Gökyüzünde Boydan Boya Görülen Uzun Yıldız Kümesi.,
Açık Gri Renk.,
Açık Havada Çıkan Kuru Soğuk.,
Açık Havada Çok Sayıda Kişi İle Oynanan Bir Çocuk Oyunu.,
Açık havada ızgara veya kızartma yapmaya yarayan ocak.,
Açık havada yapılan eğlentili toplantı.,
Açık İltihaplı Yara.,
Açık Kalbli.,
Açık kapı ve pencereler arasında oluşan hava cereyanı.,
Açık kestanerenginde olan.,
Açık Kırmızı Renk.,
Açık Kırmızı Renkli At.,
"Açık Kırmızı, Taneleri İri Sofralık Üzüm Cinsi.",
Açık mavi hareli ela göz.,
Açık mavi renginde olan.,
"Açık Mavi, Gök Rengi.",
"Açık mavi, kırmızı ve beyaz, sıkı ve tatlı küçük elma.",
"Açık mavi, kırmızı ve beyaz,sıkı ve tatlı küçük elma.",
Açık mor renk.,
Açık mor renkli bir tür incir.,
Açık Olan Başparmak İle İşaret Parmağı Arasında Kalan Mesafe.,
"Açık Olarak, Açık Durumda.",
"Açık Olma Durumu, Açıklık, Aydınlık.",
"Açık Oluk, Kanal.",
Açık oturum.,
Açık Pembe.,
Açık pembe renk.,
Açık pis su kanalı.,
Açık poker.,
Açık pokere verilen bir başka ad.,
"Açık Portakal Renginde, Orta Büyüklükte Kemikli Balık.",
Açık Renkli Sincap.,
"Açık renkli, delikli ve hafif ateşe dayanabilen bir taş.",
"Açık Renkli, Mayhoş Bir Tat Karakterine Sahip, Özellikle Almanya'nın Köln Şehrinde Popüler Olan Bira Tipi.",
"Açık Renkli, Serinletici, Biraya Çok Benzer Bir Malt İçeceği.",
"Açık Renkli, Tüysüz, Düz Ve Parlak Gövdeli Örümcek.",
Açık Saçık Konuşma.,
Açık Saçık Rüya.,
Açık saman rengi.,
Açık saman renginde bir tür ipek kumaş.,
Açık sarı.,
Açık sarı renk.,
"Açık sarı renkte, oldukça kıvamlı, yakıcı ve yanıcı olarak kullanılan petro.",
"Açık sarı renkte, oldukça kıvamlı, yakıcı ve yanıcı olarak kullanılan petrol ürünü.",
"Açık seçik görememek, gözü kararmak.",
"Açık seçik görülmeyen, net olmayan.",
"Açık Tavırlı, Samimi.",
"Açık tohumlardan parklarda süs bitkisi olarak yetiştirilen, yurdu Güney Asy.",
"Açık tohumlardan parklarda süs bitkisi olarak yetiştirilen, yurdu Güney Asya olan, palmiyeye benzer ağaç.",
Açık toprak rengi.,
Açık turuncu renk.,
Açık Ve Doğru Arapça Konuşamayan Kimse.,
Açık Ve Düz Arazi.,
Açık Ve İşlek Yol.,
Açık ve kesin yargı.,
"Açık ve sistemli bir biçimde düzenlenmiş bilgiler, veriler dizisi.",
Açık ve yüksek sesle.,
Açık Yakalı Gömlek.,
Açık yer ya da kalabalık korkusu.,
Açık yeşil renk.,
"Açık yeşil renkli, mayhoş ve kokulu bir elma cinsi.",
"Açık yeşil ve pembe renkli, kolay işlenen, değerli bir taş.",
"Açık yeşil, maviye çalan göz rengi.",
Açık Yol.,
Açık zincirli organik madde.,
"Açık, Açılmış.",
"Açık, Ayan Beyan.",
"Açık, Besbelli, Belli Olan.",
"Açık, Göze Çarpan, Belirgin.",
"Açık, Kesin Şüphe Bırakmayan.",
"Açık, mehtaplı, çok soğuk hava.",
"Açık, ortada.",
"Açık. Belirli, Farkedilen.",
Açıkca Söylemek.,
Açıkça.,
"Açıkça Gizlemeden, Açıktan Açığa.",
Açıkça Söylemeyip De Gizli Kapaklı Anlatmak.,
"Açıkça, Apaçık, Açıktan Açığa.",
Açıkgöz.,
"Açıkgöz, Akıllı, Çalışkan Anlamında Yerel Sözcük, Eli Çabuk, Çevik.",
"Açıkgöz, akıllı, çalışkan” anlamında yerel sözcük.",
"Açıkgöz, kurnaz, hin.",
"Açıkgöz, Kurnaz, Hin (Halk Ağzı).",
"Açıkgöz, kurnaz, hin. Tecrübeli,usta. Büyük, yetişkin, yaşlı. Baş çoban.",
Açıkhava Tiyatrosu.,
Açıklama.,
"Açıklama,aydınlatma.",
Açıklanamayan ya da çözülemeyen şey.,
Açıklayıcı dini resmi ya da kitap.,
Açıklı koyulu kahverengi ağ görünüşünde olan ve arpa yapraklarına yerleşere.,
Açıklı Koyulu Kahverengi Ağ Görünüşünde Olan Ve Arpa Yapraklarına Yerleşerek Zarar Veren Asklı Mantar.,
Açıklığı örtmek için kapı ya da dolap kapaklarının kenarlarına çakılan çıta.,
Açıklık.,
Açıklık politikası.,
Açıklık yetersizliği.,
"Açıklık, açık ve kesin yargı.",
"Açıklık, bellilik.",
"Açıklık, Boşluk.",
"Açıklık, Delik.",
Açıkta Yapılan Satış.,
Açıktaki bir duvarı hava koşullarından korumak için üstüne konan örtü öğesi.,
Açıktan açığa.,
Açıktan Açığa Değil De Dolayısıyle Anlatılan.,
"Açıktan Açığa, Açıkta, Meydanda.",
"Açıktan geç, yaklaşma anlamında bir denizcilik ünlemi.",
"Açıktan, İnsanları Gözü Önünde Yapılan İş.",
"Açılan Ekmeği Tandıra Yapıştırmaya Yarayan, Üstü Bez Kılıflı, İçi Ot Doldurulmuş Bir Araç.",
Açılan Yaraya Kan Kesilsin Diye Basılan Kül.,
Açılan Yufkaların Arası Doldurulup Kızartılarak Yapılan Bir Çeşit Börek.,
Açıları Ölçme Kuramı.,
Açıldığında tohumların ortaya çıktığı kabuk.,
"Açıldığında yatak, kapatıldığında dolap olan mobilya, dolap yatak.",
Açılıp Kapanabilen Yüzeylerden Oluşan İki Parçalı Resim.,
"Açılıp kapanabilen, alçak ve küçük masa.",
Açılıp Kapanan Bir Veya Birkaç Ağızlı Küçük Cep Bıçağı.,
Açılış.,
"Açılma, açıklık.",
"Açılmamaış, sürülmemiş toprak.",
Açılmamış Gonca Çiçek.,
Açılmamış Nergis.,
Açılmamış Pamuk Kozası.,
Açılmamış Tomurcuk Gonca Çiçek.,
"Açılmamış, Tomurcuk Halinde Gül.",
Açılmış bir deliği temizlemede kullanılan özel çelik kalem.,
Açılmış Çiçek.,
Açılmış Mektub.,
Açılmış yufka.,
"Açılmış yufkaya patates kavurma, soğanlı kıyma, haşhaş konarak yapılan çöre.",
"Açılmış yufkaya patates kavurma, soğanlı kıyma, haşhaş konarak yapılan çörek.",
"Açılmış, Hafifçe Tuzlanarak Tütsülenmiş Ringa Balığı.",
"Açımlama, yorumlama.",
Açımsamada Bulunan Asker Kıtası.,
Açımtırak bir içki.,
Açısal.,
Açlık.,
Açlık Etkisiyle Midede Duyulan Tedirginlik.,
"Açlık Sebebiyle Midede Duyulan Eziklik, İç Baygınlığı.",
Açlık tanrıçası.,
Açlık Veya Susuzluktan Dolayı Soluma.,
"Açlık, Kıtlık.",
Açma ayırma.,
"Açma, açılış.",
Açmış Gül.,
Ad Belirtilerek Yapılan.,
Ad Boşluğu.,
Ad çekme.,
Ad kavmi hükümdarı Şedat tarafından yaptırılan efsanevi bahçe.,
Ad Kavmi Hükümdarı Şeddad Tarafından Cennete Benzetilerek Yaptırılan Efsanevi Bahçe.,
"Ad verilmiş, adı olan.",
Ad veya numara çekilerek oynanan şans oyunlarının genel adı.,
"Ad, Unvan, Etiket.",
"Ad, ünvan.",
"Ad,unvan,etiket.",
Ada.,
Ada Çayı.,
Ada soğanı.,
"Ada’nın yeşil çamları aşkımıza yer olsun”, “Bir kuş olup uçuversem gönlümün ŞÜKRÜ.",
Adaçayı.,
Adaçayı'nın İlmi Adı.,
Adak.,
Adak Adamak.,
"Adak, Kurban.",
Adalar Topluluğundan Oluşan Bir Ülke.,
Adale.,
Adaleler.,
Adalet.,
Adalet Dairesi.,
Adalet tanrıçası.,
Adalet Ve Ceza İşlerine Bakan Atinalı Hakimler.,
Adalet ve gerçek tanrıçası.,
"Adalet Ve İnsanın,insan Guruplarının İncelenmesi Alanlarında,insan Organizmasının Ölçülmesi İçin Kullanılan Ölçüm Tekniklerinin Tümü.",
"Adalet, doğruluk.",
"Adalet, Doğruluk Anlamında Eski Sözcük.",
"Adalet, doğruluk” anlamında eski sözcük.",
"Adalet, Sızlanma, Çığlık Anlamlarında Eski Sözcük.",
Adaletli.,
Adaletli Hükümdar.,
Adam.,
Adam Isıran Eşek.,
Adam Kaçırma.,
Adam Seçme.,
"Adam, Erkek.",
"Adam, Erkek Kişi.",
Adama Alışmış Davar.,
"Adamak, Adak Yapmak.",
Adamlardan korkma.,
Adana bölgesinde yetiştirilen ve yaprakları sebze olarak kullanılan bir bit.,
Adana da bir ilçe.,
Adana Dolaylarında 'fundalık' Anlamında Kullanılan Sözcük.,
Adana dolaylarında testiye verilen ad.,
"Adana Dolaylarında, Dağlarda Yetisen Yaban Üzümü.",
Adana ilçesi.,
"Adana İli Kozan İlçesi'nde, Antik Kilikya'da, Roma İmparatorluğu Döneminde Caesarea Ad Anabarsum Olarak Anılan Yer.",
Adana ilinde ünlü bir antik kent.,
Adana ilinde ünlü bir höyük.,
Adana İlinde Ünlü Bir Yayla.,
Adana Kenti Yakınında Bir Höyük.,
Adana Ovası’nda bir kıyı gölü.,
Adana Ovasında Kıyı Gölü.,
"Adana ve Mersin yörelerine özgü, nişasta ve gülsuyu ile yapılan bir tatlı.",
Adana ve Mersin yöresinde güğümle doldurularak sokaklarda satılan ve böbreğ.,
Adana ve Mersin yöresinde güğümle doldurularak sokaklarda satılan ve böbreğe iyi geldiğine inanılan meyankökü şurubu.,
"Adana ve Mersin yöresine özgü, nişasta ve gülsuyuyla yapılan bir tatlı.",
"Adana ve Mersin yöresine özgü,nişasta ve gül suyuyla yapılan bir tatlı.",
Adana yakınlarında ünlü bir yayla.,
"Adana Yöresind Eyetişen, Yuvarlak Taneli Bir Üzüm Çesidi..",
Adana Yöresinde 'lokma' Anlamında Kullanılan Kelime.,
"Adana Yöresinde Yetişen, Kısa Doğru Yetisen, Sarap Rengi, Sert, Tadı Az Bir Çeşit Üzüm.",
